InventoryId,AvgInventoryQty,TotalCOGS,AvgPurchasePrice,AvgInventoryValue,InventoryTurnoverRatio
15_WANBORNE_28122,12.0,185.64,14.28,171.35999999999999,1.0833333333333333
15_WANBORNE_2816,5.0,207.66,34.61,173.05,1.2
15_WANBORNE_2854,47.0,2768.4000000000005,38.45,1807.15,1.5319148936170215
15_WANBORNE_2868,6.0,425.15999999999997,70.86,425.15999999999997,1.0
15_WANBORNE_2879,9.5,266.52,22.21,210.995,1.263157894736842
15_WANBORNE_2882,6.0,989.12,89.92,539.52,1.8333333333333335
15_WANBORNE_2897,8.0,283.44,47.24,377.92,0.75
15_WANBORNE_2922,10.5,308.76,51.46,540.33,0.5714285714285714
15_WANBORNE_2933,4.5,233.28000000000003,38.88,174.96,1.3333333333333335
15_WANBORNE_2935,9.0,895.44,74.62,671.58,1.3333333333333333
15_WANBORNE_29477,16.0,114.0,4.75,76.0,1.5
15_WANBORNE_2988,5.5,111.06,18.51,101.805,1.0909090909090908
15_WANBORNE_2991,4.5,218.94,36.49,164.205,1.3333333333333333
15_WANBORNE_29996,14.5,121.44,10.12,146.73999999999998,0.8275862068965518
15_WANBORNE_3016,43.0,1240.1499999999999,14.59,627.37,1.9767441860465114
15_WANBORNE_304,11.5,122.25,24.45,281.175,0.43478260869565216
15_WANBORNE_30656,10.5,151.32,11.64,122.22,1.2380952380952381
15_WANBORNE_31070,10.5,142.78,12.98,136.29,1.0476190476190477
15_WANBORNE_31202,23.5,72.84,6.07,142.645,0.5106382978723404
15_WANBORNE_31277,23.0,503.69999999999993,10.95,251.85,1.9999999999999998
15_WANBORNE_31452,15.0,118.45,5.15,77.25,1.5333333333333334
15_WANBORNE_31466,15.5,195.78,15.06,233.43,0.8387096774193549
15_WANBORNE_31524,16.0,144.72,6.03,96.48,1.5
15_WANBORNE_3204,26.5,659.82,15.71,416.315,1.5849056603773586
15_WANBORNE_32367,36.0,228.52,3.94,141.84,1.6111111111111112
15_WANBORNE_32650,19.0,149.75,5.989999999999999,113.80999999999999,1.3157894736842106
15_WANBORNE_32805,8.0,193.44,16.12,128.96,1.5
15_WANBORNE_32809,11.5,105.35999999999999,8.78,100.97,1.0434782608695652
15_WANBORNE_33028,11.0,304.0,30.4,334.4,0.9090909090909092
15_WANBORNE_33038,31.0,583.2,10.800000000000002,334.80000000000007,1.7419354838709675
15_WANBORNE_33039,38.0,309.6,10.32,392.16,0.7894736842105263
15_WANBORNE_33216,6.0,35.160000000000004,5.86,35.160000000000004,1.0
15_WANBORNE_33267,7.5,163.2,13.6,102.0,1.5999999999999999
15_WANBORNE_33370,15.0,276.24,23.02,345.3,0.8
15_WANBORNE_3345,68.0,184.8,1.54,104.72,1.7647058823529413
15_WANBORNE_33581,11.0,81.0,6.75,74.25,1.0909090909090908
15_WANBORNE_3365,74.5,2349.9,18.65,1389.425,1.6912751677852351
15_WANBORNE_33717,13.5,319.7,31.97,431.59499999999997,0.7407407407407408
15_WANBORNE_34388,12.5,238.32,9.93,124.125,1.92
15_WANBORNE_3460,8.5,246.24,41.04,348.84,0.7058823529411765
15_WANBORNE_3483,8.5,122.52000000000001,10.21,86.78500000000001,1.4117647058823528
15_WANBORNE_34841,11.0,152.36,11.72,128.92000000000002,1.1818181818181819
15_WANBORNE_35123,7.0,261.12,21.76,152.32000000000002,1.714285714285714
15_WANBORNE_3528,13.5,656.04,31.24,421.73999999999995,1.5555555555555556
15_WANBORNE_3547,124.5,266.2,2.2,273.90000000000003,0.9718875502008031
15_WANBORNE_35480,4.5,67.1,13.42,60.39,1.111111111111111
15_WANBORNE_35606,17.0,145.68,6.07,103.19,1.411764705882353
15_WANBORNE_35670,10.0,87.96000000000001,7.33,73.3,1.2000000000000002
15_WANBORNE_3578,5.0,109.47,36.49,182.45000000000002,0.6
15_WANBORNE_35941,18.0,66.12,5.51,99.17999999999999,0.6666666666666667
15_WANBORNE_35960,7.0,243.12,20.26,141.82000000000002,1.714285714285714
15_WANBORNE_36000,9.5,101.28,8.44,80.17999999999999,1.2631578947368423
15_WANBORNE_36080,9.5,670.05,134.01,1273.0949999999998,0.5263157894736843
15_WANBORNE_36100,19.0,492.96,20.54,390.26,1.263157894736842
15_WANBORNE_36138,18.5,177.12,7.38,136.53,1.2972972972972974
15_WANBORNE_36262,12.5,245.95999999999998,11.18,139.75,1.7599999999999998
15_WANBORNE_3629,9.0,247.56,20.63,185.67,1.3333333333333335
15_WANBORNE_36483,5.5,239.94,39.99,219.94500000000002,1.0909090909090908
15_WANBORNE_3652,25.5,1587.18,37.79,963.645,1.647058823529412
15_WANBORNE_3654,55.5,2520.96,39.39,2186.145,1.1531531531531531
15_WANBORNE_36570,9.5,513.12,42.76,406.21999999999997,1.2631578947368423
15_WANBORNE_36623,9.5,236.64,19.72,187.33999999999997,1.2631578947368423
15_WANBORNE_36625,6.0,155.98,14.18,85.08,1.8333333333333333
15_WANBORNE_36648,14.0,470.15999999999997,39.18,548.52,0.8571428571428571
15_WANBORNE_36749,9.5,124.56,10.38,98.61000000000001,1.263157894736842
15_WANBORNE_36843,8.5,135.0,11.25,95.625,1.411764705882353
15_WANBORNE_36989,24.0,7.43,7.43,178.32,0.041666666666666664
15_WANBORNE_37156,8.5,49.199999999999996,4.1,34.849999999999994,1.411764705882353
15_WANBORNE_37435,14.5,376.38,20.91,303.195,1.2413793103448276
15_WANBORNE_37656,38.5,972.72,13.51,520.135,1.8701298701298703
15_WANBORNE_3773,12.0,260.76,21.73,260.76,1.0
15_WANBORNE_37926,26.0,96.60000000000001,8.05,209.3,0.46153846153846156
15_WANBORNE_38011,12.0,77.4,6.45,77.4,1.0
15_WANBORNE_38241,6.5,447.0,37.25,242.125,1.8461538461538463
15_WANBORNE_38322,13.5,79.44,6.62,89.37,0.8888888888888888
15_WANBORNE_384,5.0,328.08,54.68,273.4,1.2
15_WANBORNE_3847,117.5,649.11,2.81,330.175,1.9659574468085106
15_WANBORNE_38528,3.5,152.88,25.48,89.18,1.7142857142857142
15_WANBORNE_38898,20.0,241.56,20.13,402.59999999999997,0.6000000000000001
15_WANBORNE_3923,10.5,1276.08,106.34,1116.57,1.1428571428571428
15_WANBORNE_39285,11.0,202.68,16.89,185.79000000000002,1.0909090909090908
15_WANBORNE_3929,9.0,373.79999999999995,31.15,280.34999999999997,1.3333333333333333
15_WANBORNE_39471,12.5,59.58,19.86,248.25,0.24
15_WANBORNE_3951,152.5,424.56000000000006,1.83,279.075,1.5213114754098362
15_WANBORNE_39631,14.0,130.56,5.44,76.16000000000001,1.714285714285714
15_WANBORNE_4012,5.0,126.53999999999999,21.09,105.45,1.2
15_WANBORNE_4029,5.0,122.58,20.43,102.15,1.2
15_WANBORNE_4034,9.0,186.62,26.66,239.94,0.7777777777777778
15_WANBORNE_4041,1.0,285.71,285.71,285.71,1.0
15_WANBORNE_40658,7.0,246.48,20.54,143.78,1.7142857142857142
15_WANBORNE_40801,28.5,87.96000000000001,7.33,208.905,0.4210526315789474
15_WANBORNE_40965,9.0,197.28000000000003,16.44,147.96,1.3333333333333335
15_WANBORNE_41030,7.0,132.35999999999999,11.03,77.21,1.7142857142857142
15_WANBORNE_41144,22.0,73.44,6.12,134.64000000000001,0.5454545454545454
15_WANBORNE_4145,39.0,786.16,12.68,494.52,1.5897435897435896
15_WANBORNE_41912,19.5,279.14000000000004,8.21,160.09500000000003,1.7435897435897436
15_WANBORNE_42117,14.0,230.39999999999998,9.6,134.4,1.714285714285714
15_WANBORNE_42118,12.0,81.72,6.81,81.72,1.0
15_WANBORNE_42264,9.0,392.04,32.67,294.03000000000003,1.3333333333333333
15_WANBORNE_42421,43.0,549.54,7.74,332.82,1.6511627906976742
15_WANBORNE_42949,9.5,113.39999999999999,9.45,89.77499999999999,1.263157894736842
15_WANBORNE_4299,64.5,937.92,9.77,630.165,1.4883720930232558
15_WANBORNE_4300,6.0,805.92,134.32,805.92,1.0
15_WANBORNE_4315,22.5,369.12,23.070000000000004,519.075,0.711111111111111
15_WANBORNE_4317,16.0,450.87,23.73,379.68,1.1875
15_WANBORNE_43362,29.0,827.1600000000001,68.93,1998.9700000000003,0.41379310344827586
15_WANBORNE_43489,72.5,362.25,8.05,583.625,0.6206896551724138
15_WANBORNE_4355,4.0,119.46000000000001,19.91,79.64,1.5
15_WANBORNE_4386,6.0,206.04000000000002,34.34,206.04000000000002,1.0
15_WANBORNE_4401,10.5,262.71000000000004,29.19,306.495,0.8571428571428572
15_WANBORNE_44035,20.0,246.24,6.84,136.8,1.7999999999999998
15_WANBORNE_44041,12.5,182.64000000000001,7.61,95.125,1.9200000000000002
15_WANBORNE_44082,16.0,207.69,9.03,144.48,1.4375
15_WANBORNE_44083,22.0,502.95,14.37,316.14,1.590909090909091
15_WANBORNE_44234,18.0,226.79999999999998,9.45,170.1,1.3333333333333333
15_WANBORNE_4447,42.5,391.96999999999997,20.63,876.775,0.44705882352941173
15_WANBORNE_44715,8.5,135.52,12.32,104.72,1.2941176470588236
15_WANBORNE_45063,15.0,114.96000000000001,4.79,71.85,1.6000000000000003
15_WANBORNE_45921,22.0,184.68,5.13,112.86,1.6363636363636365
15_WANBORNE_4625,5.0,1007.9099999999999,111.99,559.9499999999999,1.8
15_WANBORNE_4629,6.5,242.82,26.98,175.37,1.3846153846153846
15_WANBORNE_4662,57.5,1507.24,15.38,884.35,1.7043478260869565
15_WANBORNE_46694,7.5,193.20000000000002,16.1,120.75000000000001,1.5999999999999999
15_WANBORNE_46725,10.5,155.76,12.98,136.29,1.1428571428571428
15_WANBORNE_4724,19.0,201.48,16.79,319.01,0.631578947368421
15_WANBORNE_4732,5.0,418.56000000000006,69.76,348.8,1.2000000000000002
15_WANBORNE_4898,12.0,566.96,29.84,358.08,1.5833333333333335
15_WANBORNE_4899,24.0,128.51999999999998,14.28,342.71999999999997,0.375
15_WANBORNE_4979,28.0,1771.3400000000001,57.14000000000001,1599.9200000000003,1.107142857142857
15_WANBORNE_5126,9.0,248.10000000000002,41.35,372.15000000000003,0.6666666666666666
15_WANBORNE_5370,1.5,255.47,255.47,383.205,0.6666666666666667
15_WANBORNE_5378,16.0,241.79999999999998,20.15,322.4,0.75
15_WANBORNE_5468,5.5,315.77,45.11,248.105,1.2727272727272727
15_WANBORNE_5627,22.5,468.3,13.38,301.05,1.5555555555555556
15_WANBORNE_5633,22.0,418.32,11.62,255.64,1.6363636363636365
15_WANBORNE_600,22.5,125.03999999999999,5.21,117.225,1.0666666666666667
15_WANBORNE_6460,15.5,114.24,4.76,73.78,1.5483870967741935
15_WANBORNE_6478,24.0,84.96000000000001,4.72,113.28,0.7500000000000001
15_WANBORNE_6566,12.5,128.48,5.84,73.0,1.7599999999999998
15_WANBORNE_659,9.0,279.0,23.25,209.25,1.3333333333333333
15_WANBORNE_6608,3.5,440.71999999999997,62.96,220.36,1.9999999999999998
15_WANBORNE_6734,10.0,116.82,6.489999999999999,64.89999999999999,1.8
15_WANBORNE_6859,36.5,220.43,4.69,171.185,1.2876712328767124
15_WANBORNE_6896,25.5,121.19999999999999,10.1,257.55,0.4705882352941176
15_WANBORNE_6987,18.0,160.8,6.7,120.60000000000001,1.3333333333333333
15_WANBORNE_7017,11.5,460.62,25.59,294.285,1.5652173913043477
15_WANBORNE_7361,10.0,103.19999999999999,8.6,86.0,1.2
15_WANBORNE_7872,16.0,306.0,25.5,408.0,0.75
15_WANBORNE_7909,5.0,300.72,42.96,214.8,1.4000000000000001
15_WANBORNE_7995,38.5,356.4,4.95,190.57500000000002,1.8701298701298699
15_WANBORNE_8075,9.5,40.5,6.75,64.125,0.631578947368421
15_WANBORNE_8113,15.5,266.4,11.1,172.04999999999998,1.5483870967741935
15_WANBORNE_8128,7.0,239.03,21.73,152.11,1.5714285714285714
15_WANBORNE_8203,208.0,533.03,1.51,314.08,1.6971153846153846
15_WANBORNE_8218,15.0,429.65999999999997,23.87,358.05,1.2
15_WANBORNE_8221,7.0,383.94,63.99,447.93,0.8571428571428571
15_WANBORNE_8231,12.0,144.32,9.02,108.24,1.3333333333333333
15_WANBORNE_8242,16.0,47.94,7.99,127.84,0.37499999999999994
15_WANBORNE_8298,14.0,202.79999999999998,7.8,109.2,1.857142857142857
15_WANBORNE_8369,14.0,557.98,24.26,339.64000000000004,1.6428571428571428
15_WANBORNE_844,11.0,122.23,7.19,79.09,1.5454545454545454
15_WANBORNE_8500,34.0,182.12,6.28,213.52,0.8529411764705882
15_WANBORNE_8623,97.0,238.67999999999995,2.34,226.98,1.0515463917525771
15_WANBORNE_8704,16.0,103.92,8.66,138.56,0.75
15_WANBORNE_8728,7.0,113.39999999999999,9.45,66.14999999999999,1.7142857142857144
15_WANBORNE_8787,13.0,160.8,6.7,87.10000000000001,1.846153846153846
15_WANBORNE_8918,9.0,295.32,24.61,221.49,1.3333333333333333
15_WANBORNE_8965,5.0,278.95,39.85,199.25,1.4
15_WANBORNE_8976,8.0,239.88,19.99,159.92,1.5
15_WANBORNE_9304,15.0,244.46,14.38,215.70000000000002,1.1333333333333333
15_WANBORNE_9358,8.0,545.74,41.98,335.84,1.6250000000000002
15_WANBORNE_9361,6.0,194.0,48.5,291.0,0.6666666666666666
15_WANBORNE_971,11.5,137.04,11.42,131.33,1.043478260869565
15_WANBORNE_977,22.5,62.86,8.98,202.05,0.3111111111111111
16_LUNDY_10236,20.0,265.53999999999996,7.81,156.2,1.7
16_LUNDY_11214,13.0,1056.9299999999998,50.33,654.29,1.6153846153846152
16_LUNDY_12111,7.5,128.76,10.73,80.47500000000001,1.5999999999999996
16_LUNDY_1258,9.5,204.36,17.03,161.78500000000003,1.263157894736842
16_LUNDY_13661,22.0,139.32,11.61,255.42,0.5454545454545454
16_LUNDY_1380,13.0,204.29999999999998,34.05,442.65,0.4615384615384615
16_LUNDY_1388,14.0,518.9399999999999,19.22,269.08,1.9285714285714284
16_LUNDY_13963,21.5,175.5,6.75,145.125,1.2093023255813953
16_LUNDY_14129,31.5,216.36,6.010000000000001,189.31500000000003,1.1428571428571428
16_LUNDY_14672,20.0,417.96,11.61,232.2,1.8
16_LUNDY_15229,15.5,313.32,26.11,404.705,0.7741935483870968
16_LUNDY_16175,18.0,164.15,4.69,84.42,1.9444444444444444
16_LUNDY_16794,14.5,131.28,10.94,158.63,0.8275862068965517
16_LUNDY_18027,12.5,208.84,9.08,113.5,1.84
16_LUNDY_1880,3.5,280.26,46.71,163.485,1.7142857142857142
16_LUNDY_18875,7.5,30.900000000000002,5.15,38.625,0.8
16_LUNDY_19270,17.5,493.20000000000005,16.44,287.70000000000005,1.7142857142857142
16_LUNDY_20180,11.0,115.80000000000001,9.65,106.15,1.090909090909091
16_LUNDY_21208,38.0,103.2,10.32,392.16,0.2631578947368421
16_LUNDY_22079,21.0,160.64999999999998,4.59,96.39,1.6666666666666665
16_LUNDY_24088,15.0,210.0,8.75,131.25,1.6
16_LUNDY_24327,29.0,615.6999999999999,13.1,379.9,1.6206896551724137
16_LUNDY_24455,14.0,281.04,11.71,163.94,1.7142857142857144
16_LUNDY_24456,15.5,188.83,8.21,127.25500000000001,1.4838709677419355
16_LUNDY_2494,9.0,186.0,31.0,279.0,0.6666666666666666
16_LUNDY_25649,7.5,82.08,6.84,51.3,1.6
16_LUNDY_26181,32.0,251.35000000000002,4.57,146.24,1.71875
16_LUNDY_26285,3.5,272.70000000000005,45.45,159.07500000000002,1.7142857142857144
16_LUNDY_26383,27.0,284.03999999999996,7.89,213.03,1.3333333333333333
16_LUNDY_2646,10.5,779.3999999999999,43.3,454.65,1.714285714285714
16_LUNDY_26948,21.0,415.0799999999999,11.53,242.13,1.714285714285714
16_LUNDY_2751,14.5,367.77,15.99,231.855,1.5862068965517242
16_LUNDY_2753,25.0,2104.19,44.77,1119.25,1.8800000000000001
16_LUNDY_2755,11.0,236.16,19.68,216.48,1.090909090909091
16_LUNDY_2772,6.5,276.9,46.15,299.97499999999997,0.9230769230769231
16_LUNDY_27808,22.0,108.96000000000001,4.54,99.88,1.090909090909091
16_LUNDY_27831,17.5,157.32,6.84,119.7,1.3142857142857143
16_LUNDY_27867,16.5,141.6,4.72,77.88,1.8181818181818181
16_LUNDY_29212,34.0,220.32,4.59,156.06,1.4117647058823528
16_LUNDY_2954,9.0,430.43999999999994,35.87,322.83,1.3333333333333333
16_LUNDY_2956,14.0,128.52,10.71,149.94,0.8571428571428572
16_LUNDY_2958,9.5,488.76,40.73,386.93499999999995,1.2631578947368423
16_LUNDY_2979,7.0,425.15999999999997,35.43,248.01,1.7142857142857142
16_LUNDY_3012,108.5,2.2199999999999998,0.74,80.28999999999999,0.027649769585253454
16_LUNDY_30602,10.5,99.24,8.27,86.835,1.1428571428571428
16_LUNDY_3194,8.5,219.71999999999997,18.31,155.635,1.4117647058823528
16_LUNDY_3272,24.0,449.82,13.229999999999999,317.52,1.4166666666666667
16_LUNDY_32826,12.5,268.92,22.41,280.125,0.9600000000000001
16_LUNDY_32924,8.0,330.12,27.51,220.08,1.5
16_LUNDY_33038,13.5,194.40000000000003,10.800000000000002,145.80000000000004,1.3333333333333333
16_LUNDY_3325,11.5,162.8,7.4,85.10000000000001,1.9130434782608694
16_LUNDY_3366,16.0,733.5,24.45,391.2,1.875
16_LUNDY_33683,4.5,62.28,10.38,46.71,1.3333333333333333
16_LUNDY_34133,19.5,73.44,6.12,119.34,0.6153846153846153
16_LUNDY_34134,14.5,140.16,5.84,84.67999999999999,1.6551724137931036
16_LUNDY_3427,10.5,321.3,17.85,187.425,1.7142857142857142
16_LUNDY_3487,10.0,166.01,12.770000000000001,127.70000000000002,1.2999999999999998
16_LUNDY_3500,55.5,64.2,1.07,59.385000000000005,1.0810810810810811
16_LUNDY_3562,60.5,0.77,0.77,46.585,0.01652892561983471
16_LUNDY_35664,15.5,104.0,6.5,100.75,1.032258064516129
16_LUNDY_35666,14.0,140.76,6.12,85.68,1.6428571428571426
16_LUNDY_36200,16.5,98.52000000000001,8.21,135.465,0.7272727272727273
16_LUNDY_3654,17.0,472.68,39.39,669.63,0.7058823529411765
16_LUNDY_3658,15.5,502.79999999999995,41.9,649.4499999999999,0.7741935483870968
16_LUNDY_3668,15.0,955.3599999999999,34.12,511.79999999999995,1.8666666666666667
16_LUNDY_3679,10.5,159.39,14.49,152.145,1.0476190476190474
16_LUNDY_37401,18.5,126.24,5.26,97.31,1.2972972972972971
16_LUNDY_3764,8.0,249.12,20.76,166.08,1.5
16_LUNDY_3780,10.0,144.34,10.31,103.10000000000001,1.4
16_LUNDY_38322,10.5,79.44,6.62,69.51,1.1428571428571428
16_LUNDY_38899,32.0,349.44,7.28,232.96,1.5
16_LUNDY_39384,17.0,295.68,8.96,152.32000000000002,1.941176470588235
16_LUNDY_39413,13.0,106.25999999999999,5.06,65.78,1.6153846153846152
16_LUNDY_39593,13.0,75.96000000000001,6.33,82.29,0.9230769230769231
16_LUNDY_3961,12.0,109.02000000000001,18.17,218.04000000000002,0.5
16_LUNDY_41072,45.5,473.28,8.16,371.28000000000003,1.2747252747252746
16_LUNDY_42188,12.5,204.06,34.01,425.125,0.48
16_LUNDY_4225,32.0,1120.57,18.37,587.84,1.9062499999999998
16_LUNDY_4228,7.0,176.39999999999998,14.7,102.89999999999999,1.7142857142857142
16_LUNDY_426,24.5,295.63,6.29,154.105,1.9183673469387756
16_LUNDY_4280,9.0,299.84,18.74,168.66,1.7777777777777777
16_LUNDY_4317,5.0,142.38,23.73,118.65,1.2
16_LUNDY_43362,9.5,68.93,68.93,654.835,0.10526315789473685
16_LUNDY_438,14.5,153.24,12.77,185.165,0.8275862068965518
16_LUNDY_443,6.0,73.35,24.45,146.7,0.5
16_LUNDY_4447,5.0,123.78,20.63,103.14999999999999,1.2000000000000002
16_LUNDY_44511,21.5,113.88,9.49,204.035,0.5581395348837209
16_LUNDY_4494,11.5,114.60000000000001,9.55,109.825,1.0434782608695652
16_LUNDY_4673,6.5,279.96,46.66,303.28999999999996,0.9230769230769231
16_LUNDY_46764,13.0,98.52000000000001,8.21,106.73000000000002,0.923076923076923
16_LUNDY_4682,11.5,323.04,26.92,309.58000000000004,1.0434782608695652
16_LUNDY_4689,10.0,399.96,33.33,333.29999999999995,1.2000000000000002
16_LUNDY_4701,15.0,228.24,12.68,190.2,1.2000000000000002
16_LUNDY_4722,13.5,666.48,27.77,374.895,1.777777777777778
16_LUNDY_4868,86.5,94.80000000000001,0.79,68.33500000000001,1.3872832369942196
16_LUNDY_5027,7.5,90.12,7.51,56.324999999999996,1.6000000000000003
16_LUNDY_5233,16.0,348.0,14.5,232.0,1.5
16_LUNDY_5292,14.5,315.12,13.13,190.38500000000002,1.6551724137931032
16_LUNDY_5316,120.0,437.37,1.83,219.60000000000002,1.9916666666666665
16_LUNDY_5334,7.5,213.84,17.82,133.65,1.5999999999999999
16_LUNDY_5353,25.0,600.19,12.77,319.25,1.8800000000000001
16_LUNDY_5480,13.5,188.39999999999998,7.85,105.975,1.7777777777777777
16_LUNDY_5536,76.0,136.85,1.15,87.39999999999999,1.5657894736842106
16_LUNDY_5627,14.0,160.56,13.38,187.32000000000002,0.8571428571428571
16_LUNDY_5662,12.5,165.37,7.19,89.875,1.84
16_LUNDY_5668,19.5,116.28,9.69,188.95499999999998,0.6153846153846154
16_LUNDY_5739,72.5,180.54,1.53,110.925,1.6275862068965516
16_LUNDY_5773,25.0,549.36,15.26,381.5,1.44
16_LUNDY_5826,13.5,164.64000000000001,6.86,92.61,1.777777777777778
16_LUNDY_5890,14.5,399.84000000000003,16.66,241.57,1.6551724137931036
16_LUNDY_6126,3.0,54.33,18.11,54.33,1.0
16_LUNDY_6150,8.5,216.96,13.56,115.26,1.8823529411764706
16_LUNDY_6162,7.0,170.28,14.19,99.33,1.7142857142857144
16_LUNDY_6224,11.0,146.64000000000001,12.22,134.42000000000002,1.0909090909090908
16_LUNDY_6249,26.0,376.32,7.84,203.84,1.846153846153846
16_LUNDY_6278,10.0,83.05,7.55,75.5,1.0999999999999999
16_LUNDY_6285,13.0,72.82000000000001,6.62,86.06,0.8461538461538463
16_LUNDY_6351,19.0,268.32,11.18,212.42,1.2631578947368423
16_LUNDY_6429,16.0,11.6,5.8,92.8,0.125
16_LUNDY_6448,14.5,144.72,6.03,87.435,1.6551724137931034
16_LUNDY_6535,8.0,85.67999999999999,7.14,57.12,1.5
16_LUNDY_6638,6.5,97.38,16.23,105.495,0.923076923076923
16_LUNDY_6647,27.5,229.54,4.99,137.225,1.6727272727272728
16_LUNDY_6648,12.5,118.45,5.15,64.375,1.84
16_LUNDY_6654,31.0,979.1999999999999,27.2,843.1999999999999,1.1612903225806452
16_LUNDY_6742,11.0,149.88,12.49,137.39000000000001,1.0909090909090908
16_LUNDY_680,13.0,152.45999999999998,13.86,180.18,0.846153846153846
16_LUNDY_6824,30.5,492.96,10.27,313.235,1.5737704918032787
16_LUNDY_6828,16.0,158.88,6.62,105.92,1.5
16_LUNDY_6879,58.0,0.74,0.74,42.92,0.017241379310344827
16_LUNDY_6938,19.5,131.32,4.69,91.45500000000001,1.4358974358974357
16_LUNDY_6980,17.5,13.96,13.96,244.3,0.05714285714285714
16_LUNDY_7262,13.0,82.57,3.59,46.67,1.769230769230769
16_LUNDY_782,5.5,210.89999999999998,35.15,193.325,1.0909090909090908
16_LUNDY_7969,13.5,108.35999999999999,9.03,121.90499999999999,0.8888888888888888
16_LUNDY_7991,10.0,130.32,7.239999999999999,72.39999999999999,1.8
16_LUNDY_7994,11.5,39.65,7.93,91.195,0.4347826086956522
16_LUNDY_8021,32.0,755.76,31.49,1007.68,0.75
16_LUNDY_8092,70.0,204.0,1.7,119.0,1.7142857142857142
16_LUNDY_8130,90.5,109.74000000000001,0.93,84.165,1.3038674033149171
16_LUNDY_8131,11.5,124.56,10.38,119.37,1.0434782608695652
16_LUNDY_8173,13.0,171.35999999999999,14.28,185.64,0.923076923076923
16_LUNDY_8338,18.0,507.15,14.49,260.82,1.9444444444444444
16_LUNDY_834,8.0,69.12,7.68,61.44,1.1250000000000002
16_LUNDY_8386,14.5,236.39999999999998,9.85,142.825,1.6551724137931034
16_LUNDY_8409,6.0,32.28,5.38,32.28,1.0
16_LUNDY_8609,10.0,91.56,7.63,76.3,1.2000000000000002
16_LUNDY_8622,2.5,261.27,87.09,217.72500000000002,1.1999999999999997
16_LUNDY_8658,4.5,121.4,24.28,109.26,1.1111111111111112
16_LUNDY_8778,15.5,857.6700000000001,37.29,577.995,1.4838709677419355
16_LUNDY_8780,16.0,243.12,10.13,162.08,1.5
16_LUNDY_8822,66.0,170.82,1.46,96.36,1.7727272727272727
16_LUNDY_8921,8.5,137.39999999999998,11.45,97.32499999999999,1.4117647058823528
17_OLDHAM_12368,9.0,85.08,7.09,63.81,1.3333333333333333
17_OLDHAM_12495,17.5,111.84,4.66,81.55,1.3714285714285714
17_OLDHAM_1258,14.5,408.72,17.03,246.935,1.6551724137931036
17_OLDHAM_1273,4.5,139.14000000000001,23.19,104.355,1.3333333333333335
17_OLDHAM_1330,12.5,459.24,38.27,478.37500000000006,0.9599999999999999
17_OLDHAM_1347,5.0,187.44,31.24,156.2,1.2000000000000002
17_OLDHAM_13709,8.0,81.0,6.75,54.0,1.5
17_OLDHAM_1380,6.0,204.29999999999998,34.05,204.29999999999998,1.0
17_OLDHAM_15262,8.5,52.92,4.41,37.485,1.411764705882353
17_OLDHAM_15979,7.5,101.28,8.44,63.3,1.6
17_OLDHAM_16175,14.0,56.28,4.69,65.66000000000001,0.857142857142857
17_OLDHAM_16180,10.0,82.08,6.84,68.4,1.2
17_OLDHAM_16878,12.5,62.64,5.22,65.25,0.96
17_OLDHAM_1715,5.0,82.56,13.76,68.8,1.2000000000000002
17_OLDHAM_17349,11.0,115.80000000000001,9.65,106.15,1.090909090909091
17_OLDHAM_1737,24.5,1440.6,34.3,840.3499999999999,1.7142857142857144
17_OLDHAM_17967,11.0,107.52000000000001,8.96,98.56,1.090909090909091
17_OLDHAM_18013,24.0,168.84,4.69,112.56,1.5
17_OLDHAM_18347,34.5,403.26,8.58,296.01,1.3623188405797102
17_OLDHAM_18529,10.5,61.199999999999996,5.1,53.55,1.1428571428571428
17_OLDHAM_18893,31.0,406.51,6.889999999999999,213.58999999999997,1.903225806451613
17_OLDHAM_1896,2.5,206.49,68.83,172.075,1.2000000000000002
17_OLDHAM_19486,5.5,70.56,11.76,64.67999999999999,1.090909090909091
17_OLDHAM_19556,9.0,112.68,9.39,84.51,1.3333333333333333
17_OLDHAM_19821,11.0,123.84,10.32,113.52000000000001,1.0909090909090908
17_OLDHAM_20557,12.0,94.08,7.84,94.08,1.0
17_OLDHAM_20789,9.0,116.76,9.73,87.57000000000001,1.3333333333333333
17_OLDHAM_211,2.0,59.489999999999995,19.83,39.66,1.5
17_OLDHAM_22019,9.5,116.76,9.73,92.435,1.263157894736842
17_OLDHAM_2245,4.0,159.96,26.66,106.64,1.5
17_OLDHAM_23406,6.5,71.46000000000001,11.91,77.415,0.9230769230769231
17_OLDHAM_23739,13.5,174.0,7.25,97.875,1.7777777777777777
17_OLDHAM_24327,18.5,314.4,13.1,242.35,1.2972972972972971
17_OLDHAM_2435,13.5,357.12,29.76,401.76000000000005,0.8888888888888888
17_OLDHAM_2438,6.5,651.12,54.26,352.69,1.8461538461538463
17_OLDHAM_24453,4.0,46.29,15.43,61.72,0.75
17_OLDHAM_24592,13.5,28.14,4.69,63.315000000000005,0.4444444444444444
17_OLDHAM_25036,8.5,90.36,7.53,64.005,1.411764705882353
17_OLDHAM_2518,5.5,218.94,36.49,200.69500000000002,1.0909090909090908
17_OLDHAM_2570,6.0,342.84000000000003,57.14,342.84000000000003,1.0
17_OLDHAM_2591,4.0,176.39999999999998,29.4,117.6,1.4999999999999998
